0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.3888428e-09,6.96e-43,2.1e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,0.18578386,6.9367415e-12,6.96e-43,4.338e-42,0.0,8e-45,0.0,6.936742e-12,6.96e-43,1.3888379e-09,6.96e-43,1.3563128e-19,0.18578386,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.3563128e-19
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,4.45e-42,0.0,1.5e-44,0.0,6.9367424e-12,6.96e-43,1.3888428e-09,6.96e-43,2.2e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.8495554e+20,6.936742e-12,6.96e-43,4.607e-42,0.0
8e-45,0.0,6.9367424e-12,6.96e-43,1.3888379e-09,6.96e-43,1.6929051e+22,1.3555895e-19,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,5.0848856e+31,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,4.72e-42,0.0,1.5e-44,0.0,6.936743e-12,6.96e-43
1.3888428e-09,6.96e-43,2.4e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,4.0562595e-11,6.9367424e-12,6.96e-43,4.877e-42,0.0,8e-45,0.0,6.936743e-12,6.96e-43,1.3888379e-09,6.96e-43,1.3563128e-19,0.18578386,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.1626349e+27
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,4.989e-42,0.0,1.5e-44,0.0,6.9367433e-12,6.96e-43,1.3888428e-09,6.96e-43,2.5e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.3555893e-19,6.936743e-12,6.96e-43,5.146e-42,0.0
8e-45,0.0,6.9367433e-12,6.96e-43,1.3888379e-09,6.96e-43,1.4582583e-19,1.3396665e-08,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,5.579662e-39,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,5.258e-42,0.0,1.5e-44,0.0,6.9367437e-12,6.96e-43
1.3888428e-09,6.96e-43,2.7e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.8376458e+20,6.9367433e-12,6.96e-43,5.415e-42,0.0,8e-45,0.0,6.9367437e-12,6.96e-43,1.3888379e-09,6.96e-43,7.2707183e+31,2.8376458e+20,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.226153e+28
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,5.527e-42,0.0,1.5e-44,0.0,6.936744e-12,6.96e-43,1.3888428e-09,6.96e-43,2.8e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.806242e+17,6.9367437e-12,6.96e-43,5.684e-42,0.0
8e-45,0.0,6.936744e-12,6.96e-43,1.3888379e-09,6.96e-43,1.6532847e+19,1.6242643e+19,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.5645035e-09,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,5.796e-42,0.0,1.5e-44,0.0,6.9367446e-12,6.96e-43
1.3888428e-09,6.96e-43,3e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,8.926156e-10,6.936744e-12,6.96e-43,5.953e-42,0.0,8e-45,0.0,6.9367446e-12,6.96e-43,1.3888379e-09,6.96e-43,6.3667427e+16,2.6708986e+17,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,4.358331e-08
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,6.065e-42,0.0,1.5e-44,0.0,6.936745e-12,6.96e-43,1.3888428e-09,6.96e-43,3.1e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,0.0001720018,6.9367446e-12,6.96e-43,6.222e-42,0.0
8e-45,0.0,6.936745e-12,6.96e-43,1.3888379e-09,6.96e-43,1.6599081e-07,4.196335e-08,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,7.397609e+31,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,6.334e-42,0.0,1.5e-44,0.0,6.9367454e-12,6.96e-43
1.3888428e-09,6.96e-43,3.2e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.7436541e-07,6.936745e-12,6.96e-43,6.491e-42,0.0,8e-45,0.0,6.9367454e-12,6.96e-43,1.3888379e-09,6.96e-43,6.4195205e-10,2.0431686e-07,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,4.1992628e-08
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,6.603e-42,0.0,1.5e-44,0.0,6.936746e-12,6.96e-43,1.3888428e-09,6.96e-43,3.4e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.3563256e-19,6.9367454e-12,6.96e-43,6.76e-42,0.0
8e-45,0.0,6.936746e-12,6.96e-43,1.3888379e-09,6.96e-43,2.7942398e+32,8.171365e+20,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,6.4195205e-10,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,6.872e-42,0.0,1.5e-44,0.0,6.9367463e-12,6.96e-43
1.3888428e-09,6.96e-43,3.5e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,6.3667427e+16,6.936746e-12,6.96e-43,7.029e-42,0.0,8e-45,0.0,6.9367463e-12,6.96e-43,1.3888379e-09,6.96e-43,7.1856324e+22,1.8732319e+31,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.791873e+32
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,7.141e-42,0.0,1.5e-44,0.0,6.9367467e-12,6.96e-43,1.3888428e-09,6.96e-43,3.6e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,8.9261826e-10,6.9367463e-12,6.96e-43,7.298e-42,0.0
8e-45,0.0,6.9367467e-12,6.96e-43,1.3888379e-09,6.96e-43,2.8895962e+29,7.0366745e+22,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,3.5823763e+27,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,7.41e-42,0.0,1.5e-44,0.0,6.936747e-12,6.96e-43
1.3888428e-09,6.96e-43,3.8e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.7942398e+32,6.9367467e-12,6.96e-43,7.567e-42,0.0,8e-45,0.0,6.936747e-12,6.96e-43,1.3888379e-09,6.96e-43,6.4195205e-10,7.9811274e-10,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.7942398e+32
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,7.679e-42,0.0,1.5e-44,0.0,6.9367476e-12,6.96e-43,1.3888428e-09,6.96e-43,3.9e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,3.5823763e+27,6.936747e-12,6.96e-43,7.836e-42,0.0
8e-45,0.0,6.9367476e-12,6.96e-43,1.3888379e-09,6.96e-43,2.0431686e-07,2.7942398e+32,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.6708986e+17,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,7.948e-42,0.0,1.5e-44,0.0,6.936748e-12,6.96e-43
1.3888428e-09,6.96e-43,4e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.0431686e-07,6.9367476e-12,6.96e-43,8.105e-42,0.0,8e-45,0.0,6.936748e-12,6.96e-43,1.3888379e-09,6.96e-43,6.4195205e-10,5.1079216e-08,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,0.0001720018
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,8.217e-42,0.0,1.5e-44,0.0,6.9367485e-12,6.96e-43,1.3888428e-09,6.96e-43,4.2e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.0431686e-07,6.936748e-12,6.96e-43,8.374e-42,0.0
8e-45,0.0,6.9367485e-12,6.96e-43,1.3888379e-09,6.96e-43,2.6837067e+17,2.5638915e-09,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.0431686e-07,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,8.486e-42,0.0,1.5e-44,0.0,6.936749e-12,6.96e-43
1.3888428e-09,6.96e-43,4.3e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,6.9178096e+22,6.9367485e-12,6.96e-43,8.643e-42,0.0,8e-45,0.0,6.936749e-12,6.96e-43,1.3888379e-09,6.96e-43,4.2493648e-05,3.427322e+27,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,3.4112188e+27
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,8.755e-42,0.0,1.5e-44,0.0,6.9367494e-12,6.96e-43,1.3888428e-09,6.96e-43,4.5e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.633579e+20,6.936749e-12,6.96e-43,8.912e-42,0.0
8e-45,0.0,6.9367494e-12,6.96e-43,1.3888379e-09,6.96e-43,2.0050552e-22,3.5823763e+27,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.7861581e+25,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,9.024e-42,0.0,1.5e-44,0.0,6.93675e-12,6.96e-43
1.3888428e-09,6.96e-43,4.6e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.9622664e-22,6.9367494e-12,6.96e-43,9.181e-42,0.0,8e-45,0.0,6.93675e-12,6.96e-43,1.3888379e-09,6.96e-43,3.0604452e+32,1.8980058e-22,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,4.368274e+16
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,9.293e-42,0.0,1.5e-44,0.0,6.9367502e-12,6.96e-43,1.3888428e-09,6.96e-43,4.8e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.009129e-19,6.93675e-12,6.96e-43,9.45e-42,0.0
8e-45,0.0,6.9367502e-12,6.96e-43,1.3888379e-09,6.96e-43,2.040595e-07,4.3748713e+16,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.1576106e+27,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,9.562e-42,0.0,1.5e-44,0.0,6.9367507e-12,6.96e-43
1.3888428e-09,6.96e-43,4.9e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.9622664e-22,6.9367502e-12,6.96e-43,9.72e-42,0.0,8e-45,0.0,6.9367507e-12,6.96e-43,1.3888379e-09,6.96e-43,4.1992376e-08,1.8288847e+34,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.3563256e-19
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,9.832e-42,0.0,1.5e-44,0.0,6.936751e-12,6.96e-43,1.3888428e-09,6.96e-43,5e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,3.5823763e+27,6.9367507e-12,6.96e-43,9.988e-42,0.0
8e-45,0.0,6.936751e-12,6.96e-43,1.3888379e-09,6.96e-43,1.7502272e+22,7.0975523e+22,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.4907418e-22,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,1.01e-41,0.0,1.5e-44,0.0,6.9367515e-12,6.96e-43
1.3888428e-09,6.96e-43,5.2e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,6.977642e+22,6.936751e-12,6.96e-43,1.0258e-41,0.0,8e-45,0.0,6.9367515e-12,6.96e-43,1.3888379e-09,6.96e-43,2.821916e+26,2.040593e-07,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,3.4112188e+27
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,1.037e-41,0.0,1.5e-44,0.0,6.936752e-12,6.96e-43,1.3888428e-09,6.96e-43,5.3e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.009129e-19,6.9367515e-12,6.96e-43,1.0527e-41,0.0
8e-45,0.0,6.936752e-12,6.96e-43,1.3888379e-09,6.96e-43,1.0432629e-08,1.3563256e-19,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.849245e+31,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,1.0639e-41,0.0,1.5e-44,0.0,6.9367524e-12,6.96e-43
1.3888428e-09,6.96e-43,5.5e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.936738e+31,6.936752e-12,6.96e-43,1.0796e-41,0.0,8e-45,0.0,6.9367524e-12,6.96e-43,1.3888379e-09,6.96e-43,1.8887599e+31,1.8178672e+31,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,1.4576868e-22
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,1.0908e-41,0.0,1.5e-44,0.0,6.936753e-12,6.96e-43,1.3888428e-09,6.96e-43,5.6e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,4.3682742e+16,6.9367524e-12,6.96e-43,1.1065e-41,0.0
8e-45,0.0,6.936753e-12,6.96e-43,1.3888379e-09,6.96e-43,2.8182803e+20,4.735096e+22,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,4.8603944e+30,6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,1.1177e-41,0.0,1.5e-44,0.0,6.9367533e-12,6.96e-43
1.3888428e-09,6.96e-43,5.7e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,7.2733706e+22,6.936753e-12,6.96e-43,1.1334e-41,0.0,8e-45,0.0,6.9367533e-12,6.96e-43,1.3888397e-09,6.96e-43,4.244925e-39,2.3694278e-38,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,6.96e-43
6.936732e-12,6.96e-43,6.9367337e-12,6.96e-43,6.9367337e-12,6.96e-43,6.936734e-12,6.96e-43,6.936734e-12,6.96e-43,1.1446e-41,0.0,1.5e-44,0.0,6.9367537e-12,6.96e-43,1.3888428e-09,6.96e-43,5.9e-44,0.0,6e-45,0.0,3e-45,0.0,1.8072566e-09,6.96e-43,1e-45,2.3694278e-38,6.9367533e-12,6.96e-43,1.1603e-41,0.0
